"Sr No","Blood Bank Name",Apheresis,"Service Time","Blood Component Available"
1666,"Odisha Red Cross Blood Bank, SDH, Baliguda",NO,24x7,NO
1667,"Odisha Red Cross Blood Bank, Kandhamal",NO,24x7,NO
1668,"District Head Quarters Hospital Blood Bank Kendrapara",NO,24x7,NO
1669,"Odisha Red Cross Blood Bank, SDH, Anandapur",,24x7,NO
1670,"Odisha Red Cross Blood Bank, SDH, Champua",NO,24x7,NO
1671,"Tisco Hospital Blood Bank, Kendujhar",,24x7,
1672," Odisha Red Cross Blood Bank, Kendujhar",NO,24x7,NO
1673,"Central Hospital Blood Bank Joda",NO,24x7,
1674,"Odisha Red Cross Blood Bank, Capital Hospital ",,24x7,NO
1675,"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital",,24x7,YES
1676,"Kalinga Hospital Limited Blood Bank",,24x7,YES
1677,"Apollo Hospital Blood Bank, Bhubaneswar",,24x7,YES
1678,"Hi-Tech Medical College & Hospital Blood Bank",,24x7,YES
1679,"Sum Hospital Blood Bank",,24x7,YES
1680,"Kalinga Institute of Medical Sciences (KIMS) Blood Bank",,24x7,YES
1681,"AMRI Hospital Blood Bank",,24x7,YES
1682,"Odisha Red Cross Blood Bank, Khurda",NO,24x7,NO
1683,"NALCO Hospital Blood Bank",,24x7,
1684,"Red Cross Blood Bank, SDH, Koraputk",NO,24x7,NO
1685,"Odisha Red Cross Blood Bank, Koraput",NO,24x7,NO
1686,"Asha Kiran Society Blood Bank",NO,24x7,NO
1687,"HAL Hospital Blood Bank",,24x7,NO
1688,"Odisha Red Cross Blood Bank, Malkangiri",NO,24x7,NO
1689,"Odisha Red Cross Blood Bank, Baripada",NO,24x7,NO
1690,"Odisha red Cross Blood Bank, Karanjia, Mayurbhanj",NO,24x7,NO
1691,"Odisha Red Cross Blood Bank, SDH, Rairangpur",NO,24x7,NO
1692,"Odisha Red Cross Blood Bank, SDH, Udala",NO,24x7,NO
1693,"Odisha Red Cross Blood Bank, Nabarangpur",NO,24x7,NO
1694,"Christian Hospital Blood Bank Nabarangpur",,N/A,NO
1695,"Odisha Red Cross Blood Bank, Nayagarh ",NO,24x7,NO
1696,"Evangelical Hospital Blood Bank",NO,24x7,NO
1697,"Odisha Red Cross Blood Bank, Nuapada",NO,24x7,NO
1698,"Aharya Harihar Red Cross Blood Bank",NO,24x7,NO
1699,"Christian Hospital Blood Bank",NO,24x7,NO
1700,"Odisha Red Cross Blood bank, SDH, Gunupur",NO,24x7,NO
1701,"District Head Quarters Hospital Blood Bank Rayagada",,24x7,NO
1702,"Jesus Mary Hospital Blood Bank",NO,24x7,NO
1703,"Odisha Red Cross Blood Bank, SDH, Kuchinda ",NO,24x7,NO
1704,"Odisha Red Cross Blood Bank Sambalpur",,24x7,YES
1705,"Odisha Red Cross Blood Bank, SDH, Rairakhol",NO,24x7,NO
1706,"VSS Medical College and Hospital Blood Bank",,24x7,YES
1707,"Odisha Red Cross Blood Bank, Subarnapur",NO,24x7,NO
1708,"Odisha Red Cross Blood Bank, Rourkela",NO,24x7,NO
1709,"Immuno-Haematology & Blood Transfusion Centre, Rourkela",NO,24x7,YES
1710,"Vesaj Patel Hospital and Research Center Blood Bank",NO,24x7,NO
1711,"Community Welfare Society Hospital Blood Bank",NO,"9AM To 5PM Monday to Friday",NO
1712,"Hi-Tech Medical college & Hospital Blood Bank",,24x7,NO
1713,"Odisha Red Cross Blood Bank, SDH, Bonai ",NO,24x7,NO
1714,"Odisha Red Cross Blood Bank, Sundergarh",,24x7,NO
1715,"Karaikal Government General Hospital Blood Bank",NO,24x7,NO
1716,"Sri Venkateshwara Medical College Hospital and Research Centre",NO,24x7,YES
1717,"Pondicherry Private Hospital Association (PPHA) Blood Bank",NO,24x7,NO
1718,"Pondicherry Institute of Medical Sciences Blood Bank",NO,24x7,YES
1719,"Sri Manakula Vinayagar Medical College Hospital Blood Bank",NO,24x7,YES
1720,"Vinayaka Missions Medical College and Hospital Blood Bank",NO,24x7,YES
1721,"Mahe Government General Hospital Blood Bank",NO,24x7,NO
1722,"Mahatma Gandhi Medical College and Research Institute",NO,24x7,YES
1723,"Aarupadai Veedu Medical College Blood Bank",NO,24x7,YES
1724,"Indhira Gandhi Goverment General Hospital Blood Bank ",NO,24x7,YES
1725,"Jawahar Institute of Post Graduate Medical Education & Research (JIPMER) Hospital Blood Bank",YES,24x7,YES
1726,"St. Joseph&#39;s Hospital (Cluny)  Blood Bank",NO,24x7,NO
1727,"Sri Lakshminarayana Institute of Medical Sciences Blood Bank",NO,24x7,YES
1728,"INDIRA GANDHI MEDICAL COLLEGE & RESEARCH INSTITUTE ( BLOOD BANK)",NO,24x7,NO
1729,"East Coast Hospitals Blood Bank",NO,N/A,NO
1730,"Rajiv Gandhi Government Women and Child Hospital Blood Bank",NO,24x7,NO
1731,"A.G. Padmavathi Hospital Blood Bank",NO,24x7,YES
1732,"Yanam Old Age Home Blood Bank",NO,24x7,NO
1733,"Ajnala Civil Hospital Blood bank",NO,24x7,NO
1734,"Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank",YES,24x7,YES
1735,"Green Avenue Blood Bank",NO,24x7,NO
1736,"Anil Blood Bank",NO,24x7,NO
1737,"Amandeep Blood Bank",NO,24x7,YES
1738,"Guru Nanak Dev Hospital Blood bank",NO,24x7,YES
1739,"Adhlakha Medical Center Blood Bank",YES,24x7,YES
1740,"Fortis Hospital Limited Blood Bank",YES,24x7,YES
1741,"Shri Guru Ram Das Charitable Hospital Blood Bank",NO,24x7,NO
1742,"Guru Tej Rasila Charitable Hospital",,"Currently non functional ",
1743,"Jallianwala Bagh Martyr&#39;s Memorial (JBMM) Civil Hospital Blood Bank",YES,24x7,NO
1744,"Maharaj Sawan Singh Charitable Hospital Blood Bank",NO,24x7,NO
1745,"Barnala Civil Hospital Blood Bank ",NO,24x7,YES
1746,"Military Blood Bank Bathinda",NO,24x7,NO
1747,"Bhathinda Civil Hospital Blood Bank ",YES,24x7,YES
1748,"Max Super Speciality Hospital Blood Bank",YES,24x7,YES
1749,"Adesh Institute of Medical Sciences and Research Blood Bank",NO,24x7,YES
1750,"Gupta Hospital Blood Bank",NO,24x7,YES
1751,"Rampura Phul Civil Hospital Blood Bank ",NO,24x7,NO
1752,"Guru Gobind Singh Medical College Blood Bank Hospital Blood Bank",YES,24x7,YES
1753,"Kotkapura Civil Hospital Blood Bank",NO,24x7,NO
1754,"Fatehgarh Sahib Civil Hospital Blood Bank",NO,"8 am to 8 pm night on call",YES
1755," Abohar Civil Hospital Blood Bank",NO,24x7,NO
1756,"Fazilka Civil Hospital Blood Bank",NO,24x7,NO
1757,"Dr. Anil Bhaghi Memorial Hospital Blood Bank",NO,24x7,NO
1758,"Military Hospital",NO,24x7,NO
1759,"Ferozpur Civil Hospital Blood Bank ",NO,24x7,YES
1760,"Batala Civil Hospital Blood Bank ",NO,24x7,NO
1761,"Gurdaspur Civil Hospital Blood Bank",NO,24x7,NO
1762,"Military Hospital Blood Bank",NO,24x7,NO
1763,"Dasuya Civil Hospital Blood Bank",NO,24x7,NO
1764,"Garhshankar Civil Hospital Blood Bank",NO,24x7,NO
1765,"Shivam Hospital Blood Bank",YES,24x7,NO
1766,"Hoshiarpur Civil Hospital Blood Bank ",YES,24x7,YES
1767,"Bhai Ghanaiya Ji Charitable Blood Bank and Hospital",YES,24x7,NO
1768,"Indian Medical Association Blood Bank Hoshiarpur",NO,24x7,NO
1769,"Sant Baba Rangi Ram Ji Charitable Hospital Blood Bank ",NO,24X7,NO
1770,"Mukerian Civil Hospital Blood Bank",NO,24x7,NO
1771,"Baba Budha Sabib Cardiac Centre (BBC) Heart Care & Pruthi Hospital Blood Bank",NO,24x7,NO
1772,"Jalandhar Civil Hospital",YES,24x7,YES
1773,"Dr. Kanwaljit Singh Grover (KSG) Memorial Blood Bank ",NO,24x7,NO
1774,"Military Hospital ",,24x7,
1775,"Kidney Hospital and LifeLine Medical Institutions Blood bank",NO,24x7,NO
1776,"Tagore Hospital & Heart Care Center Blood Bank",YES,24x7,YES
1777,"Ohri Hospital Blood Bank",NO,24x7,NO
1778,"Sacred Heart Hospital Blood Bank ",NO,24x7,NO
1779,"SGL Charitable Hospital Blood Bank",YES,24x7,YES
1780,"Patel Hospital Private Limited Blood Bank",YES,24x7,YES
1781,"Ghai Hospital Blood Bank ",NO,24x7,NO
1782,"Shree Devi Talab Mandir Charitable Hospital Blood Bank",NO,24x7,NO
1783,"Joshi Hospital and Trauma Centre Blood Bank",YES,24x7,YES
1784,"Punjab Institute of Medical Sciences (PIMS) Blood Bank",YES,24x7,YES
1785,"Capitol Hospital Blood Bank",YES,24x7,YES
1786,"Johal Multispeciality Hospital Blood Bank",YES,24x7,NO
1787,"Nakodar Civil Hospital Blood Bank ",NO,24x7,NO
1788,"Phillaur Civil Hospital Blood Bank ",NO,24x7,NO
1789,"Kapurthala Civil Hospital Blood Bank ",NO,24x7,YES
1790,"Phagwara Civil Hospital Blood bank",NO,24x7,NO
1791,"Kapurthala Blood Donor Council Blood bank",NO,24x7,NO
1792,"Khanna Civil Hospital Blood Bank ",NO,24x7,NO
1793,"Shri Guru Teg Bahadur Charitable Hospital",NO,24x7,YES
1794,"SNS Pahawa Charitable Hospital Blood Bank",,24x7,
1795,"Red Cross Regional Blood Bank",NO,"8:ooAm to 8:ooPM",NO
1796,"Dayanand Medical College & Hospital Blood Bank",YES,24x7,YES
1797,"Christian Medical College and Brown Memorial Hospital Blood Bank",YES,24x7,YES
1798,"Mohan Dai Oswal Cancer Treatment & Research Foundation Blood Bank",YES,24x7,YES
1799,"Ludhiana Civil Hospital Blood Bank ",YES,24x7,YES
1800,"Dr. B.L. Kapoor Memorial Hospital Blood Bank",NO,24x7,NO
1801,"Deepak Memorial Hospital Blood Bank",NO,24x7,NO
1802,"Shri Krishna Charitable Hospital Blood Bank",YES,24x7,YES
1803,"Fortis Hospital Blood Bank ",YES,24x7,YES
1804,"Satguru Pratap Singh Hospital (SPS) Blood Bank",YES,24x7,YES
1805,"Deep Nursing Home and Children Hospital Blood Bank",YES,24x7,YES
1806,"Shree Ragunath Hospital Blood Bank",NO,24x7,YES
1807,"Civil Hospital Samrala",," Delicensed -Converted for blood storage center for transient period ",
1808,"Mansa Civil Hospital Blood Bank ",NO,24x7,YES
1809,"Moga Civil Hospital Blood Bank ",NO,24x7,YES
1810,"Banga Civil Hospital Blood Bank ",NO,24x7,NO
1811,"Guru Nanak Mission Hospital Blood Bank",NO,24x7,NO
1812,"Blood Donors Council, Blood Bank ",NO,24x7,NO
1813,"Pathankot Civil Hospital Blood Bank ",NO,24x7,YES
1814,"Chintpurni Medical College and Hospital Blood Bank",NO,24x7,NO
1815,"Nabha Civil Hospital Blood Bank",NO,24x7,NO
1816,"Government Medical College and Rajindra Hospital Blood Bank",YES,24x7,YES
1817,"Military Hospital Blood Bank",,N/A,
1818,"Life Line Blood Centre",YES,24x7,YES
1819,"Gian Sagar Medical College and Hospital Blood Bank",YES,24x7,YES
1820,"Rajpura Civil Hospital Blood Bank",NO,24x7,NO
1821,"Ananadpur Sahib Civil Hospital Blood Bank",NO,24x7,NO
1822,"BBMB Hospital Blood Bank",NO,24x7,NO
1823,"Rupnagar Civil Hospital Blood Bank ",NO,24x7,YES
1824,"Kharar Civil Hospital Blood Bank",NO,24x7,YES
1825,"Sri Guru Harkrishan Sahib Charitable Eye Hospital Trust Blood Bank",YES,24x7,YES
1826,"Fortis Hospital Mohali, Blood Bank",YES,24x7,YES
1827,"Silver Oaks Hospital Blood Bank",NO,24x7,NO
1828,"Grecian Super Speciality Hospital Blood Bank",NO,24x7,NO
1829,"Ivy Health and Life Sciences Private Limited",YES,24x7,YES
1830,"Max Super Specialty Hospital Blood Bank",YES,24x7,YES
1831,"Mohali Civil Hospital Blood Bank",YES,24x7,NO
1832,"Malerkotla Civil Hospital Blood Bank ",NO,24x7,NO
1833,"Civil Hospital Blood Bank",,"NON FUNCTIONAL-APPLIED FOR STORAGE CENTER",
1834,"Sangrur Civil Hospital Blood Bank ",NO,24x7,
1835,"Muktsar Civil Hospital Blood Bank ",NO,24x7,YES
1836,"Patti Civil Hospital Blood Bank ",NO,24x7,NO
1837,"Tarn Taran Civil Hospital Blood Bank ",NO,24x7,YES
1838,"Guru Nanak Dev Super Speciality Hospital Blood Bank",YES,24x7,YES
1839,"Amrit Kaur Government Hospital Blood Bank",NO,24x7,NO
1840,"J.L.N. and A.G. Hospital Blood Bank",NO,24x7,YES
1841,"North Western Railway Hospital Blood Bank",NO,24x7,NO
1842,"Military Hospital Blood Bank",,24x7,
1843,"RAJKIYA MAHILA CHIKITSALAYA, AJMER",NO,24X7,NO
1844,"Mittal Hospital and Research Centre Blood Bank",,24x7,YES
1845,"Government Y.N. Hospital Blood Bank",NO,24x7,NO
1846,"Rajiv Gandhi Government General Hospital Blood Bank",NO,24x7,NO
1847,"Seth Makhan Lal Mahawar Charitable Blood Bank Society",YES,24x7,YES
1848,"Kailash Hospital Blood Bank",YES,24x7,YES
1849,"Mahatma Gandhi Government Hospital Blood Bank",NO,24x7,NO
1850,"Baran Government Hospital, Blood bank",NO,24x7,NO
1851,"Barmer Government Hospital Blood Bank",NO,24x7,NO
1852,"R. B. M. Hospital Blood bank",NO,24x7,NO
1853,"Raj Blood Bank Society",NO,24x7,YES
1854,"Jindal Super Speciality Hospital Blood Bank",YES,24x7,YES
1855,"Mahatma Gandhi Hospital Blood Bank",NO,24x7,NO
1856,"Bhupal Singh Dhariwal Memorial Blood Bank ",NO,24x7,NO
1857,"Ram Snehi Hospital Blood Bank ",NO,"9 am to 7 pm (7 days)",YES
1858,"Prince Bijoy Memorial Man&#39;s Hospital Blood bank",YES,24x7,YES
1859,"Sanjeevani Jan Sewa Samiti Blood Bank",NO,"8 am to 6 pm (7 days)",NO
1860,"Kothari Medical Centre and Research Institute Blood Bank",NO,24x7,NO
1861,"P.B.S.S.General Hospital Blood Bank",,24x7,NO
1862,"Shree Sanwaliyaji Government Hospital Blood Bank",,24x7,NO
1863,"Rajasthan Atomic Power Station (R.A.P.S) Hospital Blood Bank ",NO,24x7,NO
1864,"Government D.B. Hospital Blood Bank",NO,24x7,NO
1865,"Ratangarh General Hospital Blood Bank",NO,24x7,NO
1866,"Lion Charitable Trust Blood Bank",NO,24x7,NO
1867,"Shri Ramkaran Joshi General Hospital Bood bank",NO,24x7,NO
1868,"Dholpur Government Hospital",NO,24x7,NO
1869,"Shri Haridev Joshi General Hospital Blood bank",YES,24x7,NO
1870,"Life Line Blood Bank",NO,24x7,NO
1871,"District Hospital Blood Bank",NO,24x7,NO
1872,"Sawai Man Singh (S.M.S) Hospital Blood Bank",YES,24x7,YES
1873,"Santokba Durlabhji Medical Hopsital Blood bank",,24x7,YES
1874,"Government Mahila Chikitsalaya Blood Bank",NO,24x7,NO
1875,"Zanana Hospital Blood Bank",NO,24x7,NO
1876,"Bhagwan Mahaveer Cancer Hospital & Research Centre Blood Bank",YES,24x7,YES
1877,"Jaipuria Hospital Blood Bank ",YES,24x7,YES
1878,"Mahatama Gandhi National Institute of Medical Sciences (MGNIMS) Blood Bank",YES,24x7,YES
1879,"Swasthya Kalyan Blood Bank and Thalesemia Research Center",,24x7,YES
1880,"Monilek Hospital and Research Center Blood Bank",YES,24x7,YES
1881,"National Institute of Medical Sciences Blood bank",YES,24x7,YES
1882,"Agrasen Blood Bank",NO,24x7,YES
1883,"S.K. Soni Blood Bank",YES,24x7,YES
1884,"Fortis Escorts Hospital Blood Bank",,24x7,YES
1885,"Narayana Multispeciality Hospital Blood bank",YES,24x7,YES
1886,"Apex Swasthya Kalyan Blood Bank",YES,24x7,YES
1887,"Metro Blood Bank ",YES,24x7,YES
1888,"Pushpa Devi Memorial Blood Bank ",NO,24x7,YES
1889,"Life care Blood Bank",,24x7,
1890,"Sevaytan Swasthay Kalyan Blood Bank",,24x7,YES
1891,"Government BDM Hospital Blood Bank",,24x7,
1892,"Government S.J. Hospital Blood Bank",NO,24x7,NO
1893,"Jalore Government General Hospital Blood Bank",NO,24x7,NO
1894,"Jhalawar Hospital and Medical College Blood Bank",NO,24x7,YES
1895,"Government B.D.K. Hospital Blood Bank",NO,24x7,NO
1896,"Birla Sarvajanik Hospital Blood Bank",,24x7,NO
1897,"Mahatma Gandhi Hospital Blood Bank",NO,24x7,YES
1898,"Mathura Das Mathur Government Hospital Blood Bank",NO,24x7,NO
1899,"Umaid Hospital Blood Bank",YES,24x7,YES
1900,"Military Hospital Blood Bank",,24x7,
1901,"Kanun Devi Parasmal Mehta Medical and Blood Bank",YES,24x7,YES
1902,"Kalapurnam General Hospital Khichan Blood Bank",,24x7,NO
1903,"Ambika Hospital Blood Bank",YES,24x7,YES
1904,"AIIMS Hospital Blood Bank",YES,24x7,YES
1905,"Jodhpur Medical College",,24x7,
1906,"Government Hospital Karauli Blood Bank",,24x7,NO
1907,"Kota Blood Bank Society",NO,24x7,YES
1908,"Krishna Rotary Blood Bank",YES,24x7,YES
1909,"Maharao Bhimsingh Hospital Blood Bank",,24x7,
1910,"New Hospital  Medical College Blood Bank",,24x7,
1911,"Shri Ram Blood Bank",NO,24x7,NO
1912,"Sudha Blood Bank",YES,24x7,YES
1913,"Bharat Vikas Parishad Chikitshalya Blood Bank",YES,24x7,YES
1914,"Government Hospital Blood Bank",NO,24x7,NO
1915,"Government Bangar Hospital Blood Bank",NO,24x7,NO
1916,"Government Hospital Blood Bank",NO,24x7,NO
1917,"Bhagwan Mahavir Hospital Blood Bank",NO,24x7,YES
1918,"Government District Hospital Blood Bank",NO,24x7,NO
1919,"R.K. District Hospital Blood Bank",NO,24x7,NO
1920,"Riya Hospital Blood Bank",NO,24x7,YES
1921,"Sawai Madhopur Government General Hospital Blood Bank",NO,24x7,NO
1922,"S.K. Hospital Blood Bank",YES,24x7,YES
1923,"Shri MunshiRam Mittal Memorial Seva Samiti Blood bank",NO,24x7,YES
1924,"Dr. K.M. Memorial Jain Heart & General Hospital Blood Bank",NO,24x7,NO
1925,"Getwell Hospital and Research Center Blood Bank ",NO,24x7,YES
1926,"Government General Hospital Blood Bank",NO,24x7,NO
1927,"Rotary International Global Hospital Blood Bank",NO,24x7,YES
1928,"Government Hospital Blood Bank",NO,24x7,NO
1929,"Tapovan Blood Bank",YES,24x7,YES
1930,"Swastik Blood Bank ",NO,24x7,YES
1931,"Purohit Charitable Trust Blood Bank",NO,24x7,YES
1932,"Sadat Government Hospital Blood Bank",,24x7,
1933,"Maharana Bhupal Government Hospital Blood Bank",YES,24x7,YES
1934,"GBH American Hospital Blood bank",NO,24X7,YES
1935,"Geetanjali Medical College and Hospital Blood Bank",YES,24x7,YES
1936,"Saral Blood Bank",NO,24x7,YES
1937,"Lokmitra Blood Bank and Thalassemia Research Centre",NO,24x7,YES
1938,"Pacific Medical College and Hospital Blood Bank",YES,24x7,YES
1939,"Central Blood Bank STNM Hospital",NO,24x7,NO
1940,"Central Referral Hospital Blood Bank",NO,24x7,YES
1941,"Government General Hospital Blood Bank",NO,24x7,NO
1942,"Government  Head quarters Hospital",,,
1943,"CANCER INSTITUTE HOSPITAL BLOOD BANK",YES,24X7,YES
1944,"Rajiv Gandhi Government General Hospital",YES,24X7,YES
1945,"The Institute of Child Health and Hospital for Children",NO,24X7,YES
1946,"Government Kilpauk Medical College Hospital Blood Bank",NO,24x7,YES
1947,"Southern Railway Headquarters Hospital",NO,24X7,YES
1948,"ESIC Hospital And Occupational Diseases Centre Blood Bank",,24x7,
1949,"Apollo Hospital Enterprises Limited Blood Bank",YES,24x7,YES
1950,"Jeevan Blood Bank and Research Centre",NO,24X7,YES
1951,"Apollo Speciality Hospital Blood Bank",YES,24X7,YES
1952,"Madras Medical Mission(Institute of Cardio Vascular Diseses)",NO,24x7,YES
1953,"Kanchi Kamakoti Child Trust Hospital Blood Bank",,24x7,
1954,"Vijaya Hospital Blood Bank",NO,24X7,YES
1955,"MIOT Hospital Blood Bank",YES,24X7,YES
1956,"Hindu Mission Hospital Blood Bank",NO,24x7,NO
1957,"Lions Blood Bank and Research Centre",NO,N/A,NO
1958,"International Centre for Cardio Thoracic and Vascular Diseases",NO,24x7,YES
1959,"Dr.Kamatchi Memorial and Blood Component Research Centre ",YES,24x7,YES
1960,"Bharathiraja Speciality Hospital Blood Bank",NO,24x7,NO
1961,"Global Hospitals Blood Bank (A unit of Rabindranath GE Medical Association Pvt Ltd",YES,24x7,YES
1962,"Sri Ramachandra Medical College and Research Institute Blood Bank",YES,24x7,YES
1963,"Rotary Blood Bank",NO,24X7,YES
1964,"St Thomas Blood Bank and Research Centre St Thomas Hospital",NO,24X7,YES
1965,"Right Hospitals Blood Bank",YES,24X7,YES
1966,"Apollo Hospitals Blood Bank",NO,24x7,YES
1967,"Landsteiner Lakshmi Memorial Research Foundation",NO,24X7,YES
1968,"Madras Egmore Lions Blood Bank and Research Foundation",NO,24x7,YES
1969,"Government Royapettah Hospital Blood Bank",NO,24x7,NO
1970,"Government Peripheral Hospital Blood Bank",NO,24X7,NO
1971,"Government Kasthurbai Gandhi Hospital for Women & Children",NO,24x7,NO
1972,"Institute of Obstetrics and Gynaecology Government Hospital for Women and Children",NO,24x7,NO
1973,"Government RSRM Hospital",NO,24x7,NO
1974,"Chennai Port Trust Hospital Blood Bank",NO,24x7,NO
1975,"ESI Hospital Blood Bank",NO,24X7,NO
1976,"Rotary Central TTK Voluntary Health Services (Dr Raganathan Memorial Blood Bank)",NO,24X7,YES
1977," AA Lab Blood Bank",NO,24x7,YES
1978,"Sree Venkateswara Blood Bank",NO,24x7,NO
1979,"CSI Rainy Multi Speciality Hospital",NO,24x7,NO
1980,"Dhanvandri Blood Bank and Research Centre of Sreemahalakshmi Charitable Health Trust",YES,24x7,YES
1981,"ACS General Hospital ",NO,24x7,NO
1982,"Muthukumaran Medical College Hospital and Research Institute",NO,24X7,YES
1983,"Tagore Medical College Hospital Blood Bank",NO,24x7,YES
1984,"Fortis Malar Hospitals Limited Blood Bank",NO,24X7,YES
1985,"Madha Medical College and Hospital Blood Bank",NO,24x7,NO
1986,"Billroth Hospitals Limited Blood Bank",YES,24x7,YES
1987,"Government Stanley Hospital Blood Bank",YES,24X7,YES
1988,"M/S SRM Institutes For Medical Science",YES,,YES
1989,"Government Kasturba Gandhi Hospital Blood Bank",,,
1990,"Sree Balaji General Hospital Blood Bank",NO,24x7,NO
1991,"Indian Red Cross Society Blood Bank",,N/A,
1992,"The Tamil Nadu Dr. MGR Medical University Blood Bank",YES,24x7,YES
1993,"ESI Hospital Blood Bank",NO,24x7,NO
1994,"Coimbatore Medical College Hospital Blood Bank",NO,24x7,YES
1995,"KG Hospital Blood Bank",NO,24x7,YES
1996,"PSG Hospital Blood Bank",YES,24x7,YES
1997,"G. Kuppusamy Naidu Memorial Hospital Blood Bank",YES,24x7,YES
1998,"Ramakrishna Hospital Blood Bank",YES,24x7,YES
1999,"Ramana Gounder Medical Trust Hospital Blood Bank",NO,24x7,YES
2000,"Ganga Hospital Blood Bank",NO,24x7,YES
2001,"Kongu Nadu Hospital Private Limited Blood Bank",,24x7,
2002,"Lions Club of Coimbatore Legend Blood Bank Research Centre",NO,24X7,YES
2003,"Shanthi Social Services Medical Centre Blood Bank",NO,24x7,YES
2004," Kuriji Hospital Blood Bank (A Unit of Vangal Amman Health Service Limited)",NO,24x7,NO
2005,"Sree Abirami Hospital Private Limited Blood Bank",NO,24x7,YES
2006,"Government Hospital Blood Bank",NO,24x7,NO
2007,"Sheela Hospitals Blood Bank",NO,24x7,NO
2008,"Kovai Medical Centre and Hospital Blood Bank",NO,24x7,YES
2009,"IMA Rotary Midtown Mahaveer Blood Bank",NO,24x7,YES
2010,"The Coimbatore Bio Medical Services Blood Bank",NO,24x7,NO
2011,"Karpagam Hospital Blood Bank",NO,24x7,YES
2012,"Swaasam Blood Bank (Run by Any time Blood Voluntary Association)",NO,24x7,NO
2013,"RVS Hospital Blood Bank",NO,,NO
2014,"Government Hospital Blood Bank",NO,24x7,NO
2015,"Pollachi Blood Bank Services",NO,24x7,NO
2016,"Rajah Muthiah Medical College and Hospital Blood Bank",YES,24x7,YES
2017,"Kamaraj Government Hospital Blood Bank",NO,24X7,NO
2018,"Hi Tech Blood Bank and Research Foundation",NO,"8am to 5pm",NO
2019,"Government Hospital Blood Bank",NO,24x7,NO
2020,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2021,"Blood Donor Association Blood Bank",NO,24x7,NO
2022,"Neyveli Lignite Corporation",NO,24x7,NO
2023,"Dharmapuri Medical College Hospital Blood Bank",NO,24x7,NO
2024,"Ashok Blood Bank and Clinical Laboratory",NO,24x7,NO
2025,"Om Sakthi Blood Bank",NO,24x7,NO
2026,"Christian Community Health Center and Hospital Blood Bank",NO,"24x7 ",NO
2027,"St.Joseph Hospital Blood Bank",NO,24x7,NO
2028,"Indian Blood Bank",NO,N/A,NO
2029,"Dindigul Blood Bank",NO,24x7,YES
2030,"Government Head quarters Hospital Blood Bank",NO,24x7,NO
2031,"Leonard Hospital Blood Bank",NO,24x7,NO
2032,"Palani Blood Bank (Run by Annai Educational Trust)",NO,24x7,NO
2033,"Kasturba Hospital Blood Bank",NO,N/A,NO
2034,"Christian Fellowship Hospital Blood Bank",NO,24x7,NO
2035,"Government Hospital Blood Bank",NO,24x7,NO
2036,"Erode Blood Bank and Clinical Laboratory",NO,24x7,YES
2037,"Kongu Blood Bank",,N/A,
2038,"Lotus Blood Bank",NO,24x7,NO
2039,"Lions Club of Erode Supreme Charitable Trust Blood Bank",NO,24x7,YES
2040,"Dhanvantri Charitable Trust Blood Bank",,N/A,
2041,"IRT Perunthurai Medical College Hospital Blood Bank",NO,24x7,NO
2042,"Idayam Hospitals Erode Limited Blood Bank",NO,24X7,NO
2043,"Sri Saanthi Blood Bank (Run by Kaveri trust)",,,
2044,"Government Head quarters Hospital Blood Bank Erode",,,
2045,"Government Hospital Blood Bank",NO,24x7,NO
2046,"Sri Ram Blood Bank",NO,24x7,NO
2047,"Chengalpattu Medical College Hospital Blood Bank",NO,24x7,YES
2048,"Shri Sathya Sai Medical College and Research Institute Blood Bank",NO,24x7,YES
2049,"Essar Blood Bank",,,
2050,"Military Hospital Blood Bank, St. Thomas Mount",NO,24X7,YES
2051,"Meenakshi Medical College Hospital and Research Institute Blood Bank",NO,24x7,YES
2052,"Government Aringnar Anna Memorial Cancer Hospital Blood Bank",NO,24x7,NO
2053,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2054,"Annai Medical College and Hospital Blood Bank (Run by Sri Devi Karumari Amman Educational Trust)",NO,24x7,NO
2055,"SRM Medical College Hospital Blood Bank",NO,24x7,YES
2056,"Chettinad Hospital and Research Institute Blood Bank",,24x7,YES
2057,"Madurantakam Government Hospital Blood Bank",NO,24x7,NO
2058,"Karpaga Vinayaga Institute of Medical Sciences Blood Bank",,24x7,
2059,"Government Hospital Tambaram Blood Bank",NO,24x7,NO
2060,"Saveetha Medical College and Hospital Blood Bank (A unit of Saveetha Institute of Medical and Technical Sciences",,24x7,
2061,"Deen Dayal Hospital Blood Bank",NO,24x7,NO
2062,"M/s Marthandam Blood Bank",,,
2063,"Sree Mookambika Institute Medical Science Blood Bank",,24x7,YES
2064,"Government Head Quarters Hospital Blood Bank",NO,24x7,NO
2065,"M/S Indian Medical Centre, Dr Kumarsawamy Health Center",,,
2066,"Catherine Booth Hospital Blood Bank (Run By The Salvation Army)",NO,24x7,NO
2067,"Kanyakumari Medical College Hospital Blood Bank",NO,24x7,YES
2068,"AV Rajan Blood Transfusion Services Clinical and Research Laboratories",,,NO
2069,"Royal Blood Bank  (Run by Royal Medical Trust)",,,NO
2070,"Kanya Blood Bank",NO,24x7,NO
